Performance Recorder: RTAR_1D_Detailed_NoPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      247.6        2727.4       7.4668       6.214e+05    9.942            1.546e+07   247.39          1.296e+05   2.0731      5.725e+04   0.91602     2.984         
1      247.61       2727.4       7.2929       7.055e+05    11.288           1.554e+07   248.58          1.292e+05   2.0668      5.678e+04   0.90848     2.984         
2      247.61       2727.4       7.3403       7.074e+05    11.319           1.562e+07   249.95          1.298e+05   2.0764      5.692e+04   0.91066     2.984         
3      247.6        2727.4       7.2531       7.055e+05    11.287           1.555e+07   248.73          1.305e+05   2.0883      5.719e+04   0.91506     2.984         
4      247.61       2727.4       7.1975       7.056e+05    11.289           1.561e+07   249.78          1.295e+05   2.072       5.694e+04   0.91106     2.984         
5      247.61       2727.4       7.2427       7.063e+05    11.301           1.558e+07   249.28          1.293e+05   2.0692      5.667e+04   0.90677     2.984         
6      247.6        2727.4       7.6802       7.060e+05    11.295           1.575e+07   252.05          1.311e+05   2.098       5.728e+04   0.91654     2.984         
7      247.61       2727.4       7.1866       7.043e+05    11.269           1.545e+07   247.24          1.298e+05   2.0774      5.702e+04   0.91238     2.984         
8      247.6        2727.4       7.1569       7.099e+05    11.358           1.563e+07   250.06          1.303e+05   2.0843      5.696e+04   0.91141     2.984         
9      247.61       2727.4       7.2098       7.072e+05    11.315           1.544e+07   246.96          1.288e+05   2.0615      5.658e+04   0.90528     2.984         
10     247.6        2727.4       7.8844       7.045e+05    11.271           1.539e+07   246.17          1.287e+05   2.0597      5.691e+04   0.91054     2.984         
11     247.6        2727.4       7.2857       7.070e+05    11.311           1.563e+07   250.14          1.303e+05   2.0856      5.716e+04   0.91448     2.984         
12     247.61       2727.4       7.0068       7.058e+05    11.293           1.571e+07   251.44          1.310e+05   2.0968      5.733e+04   0.91734     2.984         
13     247.61       2727.4       7.1906       7.060e+05    11.295           1.554e+07   248.68          1.313e+05   2.1008      5.732e+04   0.9172      2.984         
14     247.61       2727.4       7.0784       7.076e+05    11.321           1.547e+07   247.56          1.299e+05   2.0786      5.703e+04   0.91242     2.984         
15     247.61       2727.4       7.2242       7.071e+05    11.314           1.545e+07   247.21          1.301e+05   2.0817      5.699e+04   0.91182     2.984         
16     247.61       2727.4       7.495        7.069e+05    11.31            1.557e+07   249.16          1.309e+05   2.0942      5.726e+04   0.9161      2.984         
17     247.6        2727.3       7.9151       7.046e+05    11.273           1.562e+07   249.85          1.302e+05   2.0827      5.690e+04   0.9104      2.984         
18     247.61       2727.4       6.9911       7.049e+05    11.278           1.556e+07   248.93          1.311e+05   2.097       5.729e+04   0.91664     2.984         
19     247.6        2727.3       7.1629       7.062e+05    11.299           1.538e+07   246.01          1.296e+05   2.0743      5.727e+04   0.91627     2.984         
20     247.6        2727.3       7.0723       7.061e+05    11.297           1.553e+07   248.54          1.318e+05   2.1084      5.746e+04   0.91936     2.984         
