Performance Recorder: CBC_RTA_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      116.45       4.3012       51.541       5.216e+05    8.3456           1.031e+06   16.504          1.359e+07   217.41      2.738e+06   43.807      0.19128       
1      116.45       4.2846       49.947       5.216e+05    8.3456           1.082e+06   17.315          1.426e+07   228.16      2.823e+06   45.174      0.19128       
2      116.45       4.2969       50.027       5.216e+05    8.3456           1.082e+06   17.315          1.426e+07   228.16      2.824e+06   45.178      0.19128       
3      116.45       4.321        52.706       5.216e+05    8.3456           1.082e+06   17.313          1.426e+07   228.16      2.828e+06   45.253      0.19128       
4      116.45       4.312        50.166       5.216e+05    8.3456           1.082e+06   17.313          1.426e+07   228.16      2.817e+06   45.071      0.19128       
5      116.45       4.3252       49.629       5.216e+05    8.3456           1.082e+06   17.313          1.426e+07   228.16      2.822e+06   45.159      0.19128       
6      116.45       4.2831       50.474       5.216e+05    8.3456           1.082e+06   17.315          1.426e+07   228.16      2.820e+06   45.115      0.19128       
7      116.45       4.3021       49.762       5.216e+05    8.3456           1.082e+06   17.315          1.426e+07   228.16      2.819e+06   45.102      0.19128       
8      116.45       4.3405       50.577       5.216e+05    8.3456           1.106e+06   17.691          1.388e+07   222.07      2.738e+06   43.812      0.19128       
9      116.45       4.2833       50.24        5.216e+05    8.3456           1.109e+06   17.748          1.460e+07   233.67      2.852e+06   45.634      0.19128       
10     116.45       4.3012       50.328       5.216e+05    8.3456           1.110e+06   17.754          1.460e+07   233.67      2.852e+06   45.634      0.19128       
11     116.45       4.2974       50.45        5.216e+05    8.3456           1.109e+06   17.746          1.460e+07   233.67      2.854e+06   45.669      0.19128       
12     116.45       4.3113       51.994       5.216e+05    8.3456           1.109e+06   17.746          1.460e+07   233.67      2.848e+06   45.571      0.19128       
13     116.45       4.2903       52.934       5.216e+05    8.3456           1.110e+06   17.754          1.460e+07   233.67      2.856e+06   45.704      0.19128       
14     116.45       4.2949       50.99        5.216e+05    8.3456           1.109e+06   17.75           1.460e+07   233.67      2.852e+06   45.633      0.19128       
15     116.45       4.3253       51.985       5.216e+05    8.3456           1.109e+06   17.74           1.460e+07   233.64      2.820e+06   45.114      0.19128       
