Performance Recorder: RTA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      44.323        338.79        439.44       37.183       5.206e+05    1.591e+07    2.819e+06    0.91413       
1      40.753        329.26        442.27       36.859       5.218e+05    1.382e+07    2.820e+06    0.91413       
2      78.614        291.12        431.97       36.813       5.218e+05    1.382e+07    2.820e+06    0.91413       
3      77.118        318.12        452.52       37.067       5.219e+05    1.383e+07    2.821e+06    0.91413       
4      51.769        346.81        436.98       37.445       5.218e+05    1.382e+07    2.820e+06    0.91413       
5      44.87         336.73        442.94       36.87        5.217e+05    1.591e+07    2.823e+06    0.91413       
6      71.405        299.16        444.01       36.858       5.213e+05    1.382e+07    2.820e+06    0.91413       
7      90.754        325.22        438.3        36.794       5.217e+05    1.382e+07    2.822e+06    0.91413       
8      57.113        333.78        447.01       36.876       5.220e+05    1.382e+07    2.818e+06    0.91413       
9      56.867        322.17        447.16       37.347       5.213e+05    1.382e+07    2.820e+06    0.91413       
10     83.538        284.38        452.52       36.777       5.206e+05    1.591e+07    2.820e+06    0.91413       
11     103.6         310.5         442.09       39.17        5.212e+05    1.382e+07    2.818e+06    0.91413       
12     44.857        344.44        444.99       37.217       5.221e+05    1.383e+07    2.822e+06    0.91413       
13     45.124        334.63        443.34       37.288       5.216e+05    1.382e+07    2.820e+06    0.91413       
14     75.672        294.87        442.27       39.169       5.227e+05    1.382e+07    2.824e+06    0.91413       
15     87.699        319.9         448.18       37.202       5.216e+05    1.591e+07    2.824e+06    0.91413       
