Performance Recorder: AA_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      3742.9        1478.7        1707.4       1493         2.086e+06    2.086e+06    2.531e+08    11.368        
1      3557.8        3452.2        148.19       81.709       0.000e+00    0.000e+00    1.941e+06    11.368        
2      3371.4        3128.9        428.95       469.74       5.403e+07    5.403e+07    5.403e+07    11.368        
3      3419.7        3488.3        31.821       20.525       2.475e+05    2.475e+05    2.475e+05    11.368        
4      3993.5        2788.2        148.52       85.402       0.000e+00    0.000e+00    1.941e+06    11.368        
5      3274.5        3793.1        1698.1       1468.8       2.086e+06    2.086e+06    2.531e+08    11.368        
6      2353.4        4545.5        44.818       37.105       2.219e+05    2.219e+05    2.161e+06    11.368        
7      2067.4        4606          423.1        451.65       5.473e+07    5.473e+07    5.473e+07    11.368        
8      3129.2        3415.4        380.17       450.09       5.403e+07    5.403e+07    5.403e+07    11.368        
9      3634.8        3434.1        192.24       39.879       2.219e+05    2.219e+05    2.161e+06    11.368        
10     1613.6        3417.1        1927.1       1462.4       2.086e+06    2.086e+06    2.493e+08    11.368        
11     3434.5        3321.1        201.01       89.461       1.351e+06    1.351e+06    3.244e+06    11.368        
12     4272.6        2529          125.2        21.154       2.475e+05    2.475e+05    2.475e+05    11.368        
13     4881.7        1955.2        480.89       453.85       5.473e+07    5.473e+07    5.473e+07    11.368        
14     3952.5        2774.1        209.54       86.912       1.351e+06    1.351e+06    3.244e+06    11.368        
15     2212.6        2745.8        1984.8       1556.8       2.086e+06    2.086e+06    2.531e+08    11.368        
