Performance Recorder: RTA_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      3.4115        110.41        127.83       2.9035       6.877e+04    1.070e+07    3.074e+05    0.27206       
1      96.949        80.033        63.383       2.8668       6.878e+04    6.289e+06    2.613e+05    0.27206       
2      90.45         74.516        51.837       2.4385       6.872e+04    8.267e+06    2.530e+05    0.27206       
3      97.419        102.49        64.014       3.3347       6.852e+04    3.278e+06    2.538e+05    0.27206       
4      2.9665        122.24        128.57       2.8924       6.865e+04    6.289e+06    3.051e+05    0.27206       
5      98.217        81.341        63.224       2.8219       6.911e+04    9.898e+06    2.623e+05    0.27206       
6      88.415        87.426        51.992       2.3558       6.892e+04    5.748e+04    2.511e+05    0.27206       
7      97.406        106.16        63.119       3.137        7.013e+04    5.038e+06    2.567e+05    0.27206       
8      2.0454        124.4         127.41       3.2018       7.064e+04    8.267e+06    3.165e+05    0.27206       
9      93.186        85.381        64.506       2.7497       7.018e+04    5.748e+04    2.693e+05    0.27206       
10     87.556        88.964        51.277       2.3977       7.121e+04    1.129e+07    2.607e+05    0.27206       
11     94.114        110.08        63.054       3.353        6.865e+04    7.532e+04    2.531e+05    0.27206       
12     3.3221        119.3         127.88       2.9887       6.764e+04    3.278e+06    3.055e+05    0.27206       
13     95.35         83.152        62.624       2.8351       6.764e+04    5.038e+06    2.593e+05    0.27206       
14     92.433        81.399        51.292       2.2984       6.686e+04    7.532e+04    2.493e+05    0.27206       
15     95.794        104.68        63.342       3.3656       6.840e+04    1.141e+07    2.521e+05    0.27206       
