Performance Recorder: RTAR_1DOP_Detailed_NoPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      2.3519       2.121        0.078612      0.36539      9.544e+04    1.527            1.723e+04   0.2757      1.561e+03   0.024976    0.00674       
1      2.3549       2.1114       0.07757       0.37714      9.652e+04    1.5444           1.723e+04   0.2757      1.546e+03   0.024736    0.00674       
2      2.2705       2.2515       0.07833       0.37406      9.656e+04    1.5449           1.723e+04   0.2757      1.545e+03   0.02472     0.00674       
3      2.3682       2.0996       0.0781        0.3496       9.114e+04    1.4582           1.723e+04   0.2757      1.479e+03   0.023664    0.00674       
4      2.3262       2.2637       0.082429      0.26114      6.893e+04    1.1029           1.723e+04   0.2757      1.652e+03   0.026432    0.00674       
5      2.304        2.3615       0.078321      0.26231      7.205e+04    1.1528           1.723e+04   0.2757      1.552e+03   0.024832    0.00674       
6      2.2557       2.3587       0.07756       0.26618      7.223e+04    1.1557           1.723e+04   0.2757      1.527e+03   0.024432    0.00674       
7      2.2866       2.2396       0.094081      0.26365      7.066e+04    1.1305           1.723e+04   0.2757      1.639e+03   0.026224    0.00674       
8      2.4027       2.2241       0.079533      0.26865      7.039e+04    1.1263           1.723e+04   0.2757      1.581e+03   0.025296    0.00674       
9      2.2759       2.3888       0.079783      0.2612       7.155e+04    1.1448           1.723e+04   0.2757      1.528e+03   0.024448    0.00674       
10     2.3733       2.2175       0.078321      0.26555      7.160e+04    1.1456           1.723e+04   0.2757      1.542e+03   0.024672    0.00674       
11     2.3091       2.3052       0.080235      0.26281      7.215e+04    1.1544           1.723e+04   0.2757      1.635e+03   0.02616     0.00674       
12     2.3219       2.241        0.081086      0.26962      7.160e+04    1.1457           1.723e+04   0.2757      1.634e+03   0.026144    0.00674       
13     2.2472       2.3824       0.080735      0.27423      7.294e+04    1.167            1.723e+04   0.2757      1.635e+03   0.02616     0.00674       
14     2.315        2.2628       0.078521      0.2625       7.037e+04    1.126            1.723e+04   0.2757      1.551e+03   0.024816    0.00674       
15     2.2365       2.3488       0.078331      0.26233      7.186e+04    1.1497           1.723e+04   0.2757      1.564e+03   0.025024    0.00674       
16     2.2978       2.2873       0.082349      0.25889      7.120e+04    1.1392           1.723e+04   0.2757      1.636e+03   0.026176    0.00674       
17     2.3188       2.4031       0.084924      0.25343      7.046e+04    1.1273           1.723e+04   0.2757      1.605e+03   0.02568     0.00674       
18     2.2716       2.3136       0.078722      0.26549      7.146e+04    1.1434           1.723e+04   0.2757      1.539e+03   0.024624    0.00674       
19     2.276        2.3574       0.082359      0.26434      7.153e+04    1.1444           1.723e+04   0.2757      1.580e+03   0.02528     0.00674       
20     2.3163       2.3765       0.077139      0.26905      7.255e+04    1.1607           1.723e+04   0.2757      1.561e+03   0.024976    0.00674       
21     2.2525       2.4432       0.082429      0.2299       6.440e+04    1.0303           1.723e+04   0.2757      1.519e+03   0.024304    0.00674       
22     2.3348       2.3038       0.088221      0.22075      6.031e+04    0.96498          1.723e+04   0.2757      1.603e+03   0.025648    0.00674       
23     2.3839       2.2607       0.084042      0.21768      6.259e+04    1.0014           1.723e+04   0.2757      1.604e+03   0.025664    0.00674       
24     2.4          2.2441       0.075936      0.22003      6.226e+04    0.99614          1.723e+04   0.2757      1.498e+03   0.023968    0.00674       
25     2.2159       2.4651       0.083432      0.21341      6.428e+04    1.0285           1.723e+04   0.2757      1.513e+03   0.024208    0.00674       
26     2.327        2.2938       0.087139      0.22302      6.485e+04    1.0376           1.723e+04   0.2757      1.547e+03   0.024752    0.00674       
27     2.3298       2.3254       0.086537      0.21856      6.363e+04    1.0181           1.723e+04   0.2757      1.621e+03   0.025936    0.00674       
28     2.3001       2.3371       0.076338      0.24105      6.416e+04    1.0266           1.723e+04   0.2757      1.600e+03   0.0256      0.00674       
29     2.3674       2.2679       0.074163      0.2155       6.418e+04    1.0268           1.723e+04   0.2757      1.507e+03   0.024112    0.00674       
30     2.3397       2.3061       0.086407      0.21513      6.140e+04    0.98243          1.723e+04   0.2757      1.608e+03   0.025728    0.00674       
31     2.2001       2.4751       0.081728      0.21563      6.261e+04    1.0018           1.723e+04   0.2757      1.539e+03   0.024624    0.00674       
32     2.337        2.3196       0.084754      0.22154      6.255e+04    1.0009           1.723e+04   0.2757      1.604e+03   0.025664    0.00674       
33     2.3717       2.2567       0.083681      0.23301      6.176e+04    0.98819          1.723e+04   0.2757      1.501e+03   0.024016    0.00674       
34     2.206        2.4312       0.076247      0.20794      6.235e+04    0.99762          1.723e+04   0.2757      1.581e+03   0.025296    0.00674       
35     2.2562       2.4273       0.076587      0.21466      6.398e+04    1.0237           1.723e+04   0.2757      1.539e+03   0.024624    0.00674       
36     2.187        3.7905       0.080876      0.22946      6.507e+04    1.0412           1.723e+04   0.2757      1.615e+03   0.02584     0.00674       
37     2.2164       2.4602       0.077249      0.21932      6.342e+04    1.0147           1.723e+04   0.2757      1.593e+03   0.025488    0.00674       
38     2.2525       2.4601       0.078141      0.21741      6.308e+04    1.0092           1.723e+04   0.2757      1.544e+03   0.024704    0.00674       
39     2.2249       2.3843       0.08864       0.21728      6.370e+04    1.0192           1.723e+04   0.2757      1.561e+03   0.024976    0.00674       
40     2.3881       2.2692       0.078361      0.23666      6.410e+04    1.0256           1.723e+04   0.2757      1.497e+03   0.023952    0.00674       
41     2.2268       2.4315       0.074984      0.23964      6.456e+04    1.0329           1.723e+04   0.2757      1.504e+03   0.024064    0.00674       
42     2.2551       2.3567       0.093991      0.23554      6.259e+04    1.0015           1.723e+04   0.2757      1.666e+03   0.026656    0.00674       
43     2.2884       2.3473       0.075295      0.22         6.244e+04    0.99896          1.723e+04   0.2757      1.436e+03   0.022976    0.00674       
44     2.2583       2.397        0.081918      0.22975      6.650e+04    1.064            1.723e+04   0.2757      1.598e+03   0.025568    0.00674       
45     2.2664       2.4106       0.087268      0.22047      6.393e+04    1.0229           1.723e+04   0.2757      1.546e+03   0.024736    0.00674       
46     2.221        2.5181       0.10512       0.23778      6.183e+04    0.98934          1.723e+04   0.2757      1.549e+03   0.024784    0.00674       
47     2.2108       2.4397       0.078822      0.22577      6.317e+04    1.0107           1.723e+04   0.2757      1.561e+03   0.024976    0.00674       
48     2.2772       2.275        0.080095      0.22372      6.416e+04    1.0265           1.723e+04   0.2757      1.576e+03   0.025216    0.00674       
49     2.2719       2.2959       0.084703      0.22832      6.413e+04    1.026            1.723e+04   0.2757      1.566e+03   0.025056    0.00674       
50     2.2888       2.3242       0.080395      0.22392      6.245e+04    0.99925          1.723e+04   0.2757      1.631e+03   0.026096    0.00674       
51     2.2544       2.4238       0.080766      0.21769      6.294e+04    1.0071           1.723e+04   0.2757      1.574e+03   0.025184    0.00674       
52     2.2476       2.371        0.075516      0.20986      6.422e+04    1.0276           1.723e+04   0.2757      1.525e+03   0.0244      0.00674       
53     2.265        2.4848       0.075616      0.21133      6.237e+04    0.99795          1.723e+04   0.2757      1.533e+03   0.024528    0.00674       
54     2.258        2.3714       0.075956      0.21505      6.196e+04    0.99138          1.723e+04   0.2757      1.490e+03   0.02384     0.00674       
55     2.2673       2.3137       0.07775       0.20887      6.280e+04    1.0048           1.723e+04   0.2757      1.591e+03   0.025456    0.00674       
56     2.3855       2.2515       0.077379      0.22787      6.341e+04    1.0145           1.723e+04   0.2757      1.547e+03   0.024752    0.00674       
57     2.1966       2.4796       0.076778      0.20459      6.242e+04    0.99878          1.723e+04   0.2757      1.507e+03   0.024112    0.00674       
58     2.2207       2.3975       0.078401      0.22522      6.374e+04    1.0199           1.723e+04   0.2757      1.608e+03   0.025728    0.00674       
59     2.2428       2.3191       0.079223      0.22667      6.430e+04    1.0288           1.723e+04   0.2757      1.596e+03   0.025536    0.00674       
60     2.2758       2.3432       0.081758      0.21763      6.466e+04    1.0346           1.723e+04   0.2757      1.618e+03   0.025888    0.00674       
61     2.2857       2.3661       0.079573      0.21952      6.480e+04    1.0368           1.723e+04   0.2757      1.528e+03   0.024448    0.00674       
62     2.186        2.4576       0.075445      0.23136      6.374e+04    1.0198           1.723e+04   0.2757      1.458e+03   0.023328    0.00674       
63     2.2365       2.365        0.080364      0.2425       6.428e+04    1.0285           1.727e+04   0.27634     1.664e+03   0.026624    0.00674       
