Performance Recorder: AA_1D_Detailed_GPPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      34.822       117.28       177.55       1.366e+06    21.863           2.390e+06   38.243          1.366e+06   21.863      1.056e+07   168.95      0.44368       
1      34.823       117.24       192.75       1.477e+06    23.63            2.114e+06   33.827          1.477e+06   23.63       1.123e+07   179.7       0.44368       
2      34.822       117.26       197.63       1.479e+06    23.657           2.199e+06   35.186          1.479e+06   23.657      1.117e+07   178.8       0.44368       
3      34.822       117.26       188.79       1.435e+06    22.964           2.458e+06   39.335          1.435e+06   22.964      1.093e+07   174.85      0.44368       
4      34.821       117.24       201.66       1.474e+06    23.589           2.280e+06   36.486          1.474e+06   23.589      1.125e+07   180.01      0.44368       
5      34.821       117.25       198.8        1.457e+06    23.306           2.134e+06   34.141          1.457e+06   23.306      1.129e+07   180.66      0.44368       
6      34.823       117.25       186.87       1.409e+06    22.551           2.537e+06   40.592          1.409e+06   22.551      1.085e+07   173.52      0.44368       
7      34.82        117.28       183.61       1.274e+06    20.38            2.980e+06   47.687          1.274e+06   20.38       9.991e+06   159.86      0.44368       
8      34.822       117.25       161.97       1.240e+06    19.845           1.917e+06   30.676          1.240e+06   19.845      9.322e+06   149.15      0.44368       
9      34.821       117.28       189.25       1.468e+06    23.485           2.264e+06   36.217          1.468e+06   23.485      1.121e+07   179.3       0.44368       
10     34.821       117.25       185.36       1.300e+06    20.805           2.987e+06   47.788          1.300e+06   20.805      1.059e+07   169.5       0.44368       
11     34.821       117.26       196.89       1.468e+06    23.481           2.134e+06   34.147          1.468e+06   23.481      1.120e+07   179.23      0.44368       
12     34.816       117.27       187.39       1.454e+06    23.267           2.310e+06   36.962          1.454e+06   23.267      1.119e+07   179.09      0.44368       
13     34.816       117.28       192.84       1.462e+06    23.388           2.471e+06   39.533          1.462e+06   23.388      1.133e+07   181.28      0.44368       
14     34.816       117.26       181.47       1.301e+06    20.818           2.529e+06   40.468          1.301e+06   20.818      1.041e+07   166.57      0.44368       
15     34.814       117.31       193.09       1.305e+06    20.884           2.486e+06   39.775          1.305e+06   20.884      1.043e+07   166.88      0.44368       
16     34.822       117.25       196.8        1.478e+06    23.654           2.231e+06   35.703          1.478e+06   23.654      1.116e+07   178.53      0.44368       
17     34.822       117.25       181.47       1.258e+06    20.13            2.361e+06   37.777          1.258e+06   20.13       9.789e+06   156.62      0.44368       
18     34.823       117.24       181.65       1.329e+06    21.264           1.946e+06   31.134          1.329e+06   21.264      1.019e+07   162.97      0.44368       
19     34.821       117.25       146.81       1.083e+06    17.336           1.940e+06   31.032          1.083e+06   17.336      8.203e+06   131.24      0.44368       
20     34.824       117.24       194.58       1.469e+06    23.512           2.549e+06   40.785          1.469e+06   23.512      1.126e+07   180.08      0.44368       
21     34.82        117.25       201.91       1.452e+06    23.233           2.077e+06   33.24           1.452e+06   23.233      1.128e+07   180.48      0.44368       
22     34.824       117.24       183.87       1.366e+06    21.852           2.190e+06   35.041          1.366e+06   21.852      1.022e+07   163.46      0.44368       
23     34.819       117.24       196.31       1.421e+06    22.741           2.052e+06   32.836          1.421e+06   22.741      1.076e+07   172.15      0.44368       
24     34.821       117.27       196.39       1.477e+06    23.629           2.642e+06   42.276          1.477e+06   23.629      1.124e+07   179.85      0.44368       
25     34.82        117.26       194.34       1.448e+06    23.161           2.269e+06   36.299          1.448e+06   23.161      1.108e+07   177.3       0.44368       
26     34.821       117.26       184.43       1.363e+06    21.815           2.191e+06   35.059          1.363e+06   21.815      1.034e+07   165.41      0.44368       
27     34.82        117.28       179.71       1.357e+06    21.717           2.101e+06   33.617          1.357e+06   21.717      1.041e+07   166.49      0.44368       
28     34.817       117.27       189.96       1.422e+06    22.75            2.572e+06   41.145          1.422e+06   22.75       1.086e+07   173.75      0.44368       
29     34.816       117.27       184.08       1.326e+06    21.211           2.202e+06   35.23           1.326e+06   21.211      1.033e+07   165.23      0.44368       
30     34.818       117.25       208.16       1.441e+06    23.063           2.484e+06   39.744          1.441e+06   23.063      1.130e+07   180.79      0.44368       
31     34.816       117.29       182.71       1.372e+06    21.958           2.100e+06   33.602          1.372e+06   21.958      1.032e+07   165.19      0.44368       
32     34.824       117.26       197.01       1.474e+06    23.581           2.326e+06   37.214          1.474e+06   23.581      1.122e+07   179.55      0.44368       
33     34.824       117.24       190.52       1.463e+06    23.414           2.145e+06   34.325          1.463e+06   23.414      1.068e+07   170.95      0.44368       
34     34.824       117.25       168.87       1.250e+06    19.998           2.096e+06   33.535          1.250e+06   19.998      9.515e+06   152.25      0.44368       
35     34.82        117.26       195.17       1.393e+06    22.29            2.080e+06   33.272          1.393e+06   22.29       1.064e+07   170.16      0.44368       
36     34.822       117.23       196.92       1.449e+06    23.179           2.512e+06   40.192          1.449e+06   23.179      1.141e+07   182.49      0.44368       
37     34.82        117.24       203.61       1.410e+06    22.557           2.762e+06   44.199          1.410e+06   22.557      1.124e+07   179.81      0.44368       
38     34.822       117.25       180.64       1.261e+06    20.17            2.611e+06   41.775          1.261e+06   20.17       1.014e+07   162.21      0.44368       
39     34.822       117.26       190.35       1.354e+06    21.668           2.580e+06   41.286          1.354e+06   21.668      1.066e+07   170.49      0.44368       
40     34.825       117.27       198.73       1.461e+06    23.381           2.011e+06   32.181          1.461e+06   23.381      1.113e+07   178.03      0.44368       
41     34.823       117.25       193.9        1.473e+06    23.561           2.243e+06   35.891          1.473e+06   23.561      1.123e+07   179.71      0.44368       
42     34.823       117.27       189.67       1.305e+06    20.887           2.918e+06   46.683          1.305e+06   20.887      1.050e+07   167.97      0.44368       
43     34.822       117.26       204.87       1.439e+06    23.016           2.464e+06   39.419          1.439e+06   23.016      1.108e+07   177.3       0.44368       
44     34.823       117.31       182.65       1.369e+06    21.902           2.203e+06   35.246          1.369e+06   21.902      1.041e+07   166.61      0.44368       
45     34.822       117.28       197.5        1.423e+06    22.768           2.484e+06   39.743          1.423e+06   22.768      1.117e+07   178.78      0.44368       
46     34.825       117.27       201.82       1.435e+06    22.956           2.811e+06   44.98           1.435e+06   22.956      1.143e+07   182.85      0.44368       
47     34.822       117.27       185.53       1.409e+06    22.55            2.036e+06   32.57           1.409e+06   22.55       1.061e+07   169.77      0.44368       
48     34.819       117.25       174.48       1.317e+06    21.066           1.930e+06   30.877          1.317e+06   21.066      9.908e+06   158.53      0.44368       
49     34.823       117.24       197.85       1.464e+06    23.422           2.246e+06   35.941          1.464e+06   23.422      1.114e+07   178.22      0.44368       
50     34.819       117.23       206.35       1.395e+06    22.327           3.097e+06   49.545          1.395e+06   22.327      1.132e+07   181.12      0.44368       
