Performance Recorder: RTAR_1D_Detailed_NoPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      32.346       46.119       0.43928      9.544e+04    1.527            2.021e+05   3.2344          1.753e+04   0.28046     1.561e+03   0.024976    0.079379      
1      32.346       46.126       0.39873      9.652e+04    1.5444           1.984e+05   3.1741          1.752e+04   0.28037     1.546e+03   0.024736    0.079379      
2      32.346       46.129       0.41836      9.656e+04    1.5449           1.993e+05   3.1888          1.678e+04   0.26846     1.545e+03   0.02472     0.079379      
3      32.347       46.113       0.4203       9.114e+04    1.4582           1.902e+05   3.0435          1.724e+04   0.27587     1.479e+03   0.023664    0.079379      
4      32.345       46.098       0.42147      6.893e+04    1.1029           2.172e+05   3.4747          1.896e+04   0.30341     1.652e+03   0.026432    0.079379      
5      32.346       46.108       0.42052      7.205e+04    1.1528           1.987e+05   3.1792          1.725e+04   0.27602     1.552e+03   0.024832    0.079379      
6      32.345       46.112       0.42901      7.223e+04    1.1557           1.924e+05   3.0791          1.651e+04   0.26418     1.527e+03   0.024432    0.079379      
7      32.342       46.107       0.41019      7.066e+04    1.1305           2.033e+05   3.2536          1.706e+04   0.27288     1.639e+03   0.026224    0.079379      
8      32.346       46.152       0.42155      7.039e+04    1.1263           2.023e+05   3.2375          1.776e+04   0.28418     1.581e+03   0.025296    0.079379      
9      32.346       46.125       0.38475      7.155e+04    1.1448           1.977e+05   3.163           1.666e+04   0.26661     1.528e+03   0.024448    0.079379      
10     32.346       46.126       0.37342      7.160e+04    1.1456           1.807e+05   2.8914          1.630e+04   0.2608      1.542e+03   0.024672    0.079379      
11     32.346       46.134       0.44155      7.215e+04    1.1544           2.152e+05   3.4437          1.839e+04   0.29419     1.635e+03   0.02616     0.079379      
12     32.347       46.141       0.45613      7.160e+04    1.1457           2.138e+05   3.4205          1.867e+04   0.2987      1.634e+03   0.026144    0.079379      
13     32.346       46.132       0.42458      7.294e+04    1.167            2.045e+05   3.2715          1.734e+04   0.27741     1.635e+03   0.02616     0.079379      
14     32.346       46.156       0.36699      7.037e+04    1.126            1.962e+05   3.139           1.676e+04   0.26824     1.551e+03   0.024816    0.079379      
15     32.346       46.137       0.40399      7.186e+04    1.1497           2.004e+05   3.2063          1.740e+04   0.27835     1.564e+03   0.025024    0.079379      
16     32.344       46.123       0.42051      7.120e+04    1.1392           2.130e+05   3.4075          1.818e+04   0.29088     1.636e+03   0.026176    0.079379      
17     32.344       46.124       0.42521      7.046e+04    1.1273           2.033e+05   3.2523          1.850e+04   0.296       1.605e+03   0.02568     0.079379      
18     32.345       46.144       0.41827      7.146e+04    1.1434           1.950e+05   3.1201          1.692e+04   0.27078     1.539e+03   0.024624    0.079379      
19     32.344       46.151       0.37076      7.153e+04    1.1444           1.957e+05   3.1315          1.606e+04   0.25699     1.580e+03   0.02528     0.079379      
20     32.344       46.106       0.40854      7.255e+04    1.1607           1.971e+05   3.1534          1.691e+04   0.27058     1.561e+03   0.024976    0.079379      
21     32.343       46.114       0.40916      6.440e+04    1.0303           1.961e+05   3.1373          1.715e+04   0.27434     1.519e+03   0.024304    0.079379      
22     32.344       46.122       0.41892      6.031e+04    0.96498          2.035e+05   3.2567          1.774e+04   0.28389     1.603e+03   0.025648    0.079379      
23     32.344       46.144       0.42135      6.259e+04    1.0014           2.064e+05   3.302           1.760e+04   0.28158     1.604e+03   0.025664    0.079379      
24     32.344       46.117       0.39522      6.226e+04    0.99614          1.872e+05   2.9955          1.653e+04   0.26442     1.498e+03   0.023968    0.079379      
25     32.344       46.136       0.38823      6.428e+04    1.0285           1.924e+05   3.0791          1.630e+04   0.26086     1.513e+03   0.024208    0.079379      
26     32.344       46.119       0.42477      6.485e+04    1.0376           2.072e+05   3.315           1.796e+04   0.28733     1.547e+03   0.024752    0.079379      
27     32.343       46.152       0.4292       6.363e+04    1.0181           2.080e+05   3.3283          1.780e+04   0.28477     1.621e+03   0.025936    0.079379      
28     32.344       46.1         0.41559      6.416e+04    1.0266           1.981e+05   3.1701          1.745e+04   0.27925     1.600e+03   0.0256      0.079379      
29     32.344       46.129       0.38756      6.418e+04    1.0268           1.914e+05   3.0618          1.672e+04   0.26749     1.507e+03   0.024112    0.079379      
30     32.344       46.128       0.41821      6.140e+04    0.98243          2.023e+05   3.237           1.764e+04   0.28218     1.608e+03   0.025728    0.079379      
31     32.344       46.169       0.38626      6.261e+04    1.0018           1.892e+05   3.0278          1.695e+04   0.27118     1.539e+03   0.024624    0.079379      
32     32.344       46.117       0.42082      6.255e+04    1.0009           2.049e+05   3.2782          1.752e+04   0.28027     1.604e+03   0.025664    0.079379      
33     32.345       46.139       0.3854       6.176e+04    0.98819          1.856e+05   2.9691          1.603e+04   0.25653     1.501e+03   0.024016    0.079379      
34     32.344       46.118       0.4113       6.235e+04    0.99762          2.031e+05   3.2492          1.826e+04   0.2921      1.581e+03   0.025296    0.079379      
35     32.343       46.144       0.38653      6.398e+04    1.0237           1.929e+05   3.0862          1.634e+04   0.26136     1.539e+03   0.024624    0.079379      
36     32.344       46.114       0.41259      6.507e+04    1.0412           2.024e+05   3.2383          1.672e+04   0.26746     1.615e+03   0.02584     0.079379      
37     32.345       46.113       0.42145      6.342e+04    1.0147           2.054e+05   3.286           1.732e+04   0.27715     1.593e+03   0.025488    0.079379      
38     32.344       46.1         0.40408      6.308e+04    1.0092           1.965e+05   3.1442          1.720e+04   0.27522     1.544e+03   0.024704    0.079379      
39     32.344       46.143       0.40793      6.370e+04    1.0192           2.036e+05   3.2569          1.779e+04   0.28464     1.561e+03   0.024976    0.079379      
