Performance Recorder: AA_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      33.536       348.19       829.74       1.018e+07    162.89           8.931e+07   1428.9          1.018e+07   162.89      6.141e+07   982.58      1.5181        
1      33.534       348.17       473.09       6.098e+06    97.575           2.184e+07   349.42          6.098e+06   97.575      4.527e+07   724.27      1.5181        
2      33.534       348.21       477.59       6.120e+06    97.918           2.265e+07   362.37          6.120e+06   97.918      4.573e+07   731.72      1.5181        
3      33.534       348.18       477.6        6.133e+06    98.134           2.297e+07   367.56          6.133e+06   98.134      4.586e+07   733.68      1.5181        
4      33.534       348.19       475.1        6.119e+06    97.897           2.296e+07   367.29          6.119e+06   97.897      4.563e+07   730.12      1.5181        
5      33.534       348.18       430.23       5.300e+06    84.802           1.641e+07   262.64          5.300e+06   84.802      4.078e+07   652.48      1.5181        
6      33.533       348.17       376.26       4.971e+06    79.541           1.114e+07   178.17          4.971e+06   79.541      4.067e+07   650.79      1.5181        
7      33.533       348.21       372.03       4.892e+06    78.271           1.042e+07   166.64          4.892e+06   78.271      3.989e+07   638.19      1.5181        
8      33.534       348.18       352.87       4.859e+06    77.749           1.063e+07   170.04          4.859e+06   77.749      3.920e+07   627.15      1.5181        
9      33.533       348.18       382.53       4.955e+06    79.28            1.129e+07   180.61          4.955e+06   79.28       4.109e+07   657.42      1.5181        
10     33.534       348.21       366.4        4.932e+06    78.909           1.144e+07   183.11          4.932e+06   78.909      4.038e+07   646.13      1.5181        
11     33.533       348.18       385.55       4.948e+06    79.166           1.144e+07   182.98          4.948e+06   79.166      4.081e+07   652.93      1.5181        
12     33.536       348.18       381.12       4.938e+06    79.007           1.109e+07   177.46          4.938e+06   79.007      4.025e+07   643.97      1.5181        
13     33.534       348.18       367.83       4.866e+06    77.854           1.133e+07   181.24          4.866e+06   77.854      3.954e+07   632.65      1.5181        
14     33.535       348.18       379.23       4.971e+06    79.538           1.188e+07   190.05          4.971e+06   79.538      4.082e+07   653.12      1.5181        
15     33.535       348.21       371.79       5.023e+06    80.361           1.047e+07   167.51          5.023e+06   80.361      4.132e+07   661.19      1.5181        
