Performance Recorder: RTAR_1DOP_Detailed_RandPerm_16MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      2.2283       2.1116       0.61093       1.3678       2.703e+05    4.3242           6.893e+04   1.1028      6.170e+03   0.09872     0.0072216     
1      2.1504       2.1164       0.66179       1.3964       2.705e+05    4.3277           6.893e+04   1.1028      6.265e+03   0.10024     0.0072216     
2      2.2393       2.0968       0.72034       1.3638       2.699e+05    4.3185           6.893e+04   1.1028      6.194e+03   0.099104    0.0072216     
3      2.226        2.1856       0.70851       1.3043       2.697e+05    4.3149           6.893e+04   1.1028      6.348e+03   0.10157     0.0072216     
4      2.1763       2.1763       0.71082       1.3598       2.704e+05    4.327            6.893e+04   1.1028      6.230e+03   0.09968     0.0072216     
5      2.3036       2.1207       0.71309       1.2943       2.698e+05    4.3175           6.893e+04   1.1028      6.295e+03   0.10072     0.0072216     
6      2.3643       2.0586       0.71469       1.3591       2.698e+05    4.3168           6.893e+04   1.1028      6.313e+03   0.10101     0.0072216     
7      2.485        1.7898       0.68124       1.5076       2.700e+05    4.3196           6.893e+04   1.1028      6.215e+03   0.09944     0.0072216     
8      2.2316       2.1475       0.73234       1.4285       2.698e+05    4.3162           6.893e+04   1.1028      6.255e+03   0.10008     0.0072216     
9      2.2321       2.0075       0.70208       1.4783       2.701e+05    4.3209           6.893e+04   1.1028      6.282e+03   0.10051     0.0072216     
10     2.2008       2.1937       0.67976       1.4099       2.700e+05    4.3194           6.893e+04   1.1028      6.116e+03   0.097856    0.0072216     
11     2.2261       1.9741       0.70485       1.4914       2.697e+05    4.3151           6.893e+04   1.1028      6.199e+03   0.099184    0.0072216     
12     2.3388       2.065        0.69473       1.3          2.698e+05    4.3171           6.893e+04   1.1028      6.145e+03   0.09832     0.0072216     
13     2.1903       2.2465       0.69893       1.3815       2.706e+05    4.3298           6.893e+04   1.1028      6.291e+03   0.10066     0.0072216     
14     2.2122       2.2788       0.7887        1.3273       2.695e+05    4.312            6.893e+04   1.1028      6.275e+03   0.1004      0.0072216     
15     2.2398       2.2408       0.72992       1.3092       2.698e+05    4.316            6.893e+04   1.1029      6.507e+03   0.10411     0.0072216     
