Performance Recorder: RTA_2D_Detailed_GPPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      341.14        98.328        150.55       16.346       3.217e+05    2.148e+07    2.651e+06    0.87867       
1      357.16        92.198        137.12       17.168       3.221e+05    3.460e+05    2.632e+06    0.87867       
2      363.2         82.633        147.43       19.149       3.225e+05    2.638e+05    2.963e+06    0.87867       
3      538.39        75.832        194.9        21.111       3.219e+05    4.336e+05    3.501e+06    0.87867       
4      345.91        97.441        147.05       16.316       3.214e+05    3.460e+05    2.625e+06    0.87867       
5      351.95        100.91        134.49       16.914       3.219e+05    2.127e+07    2.631e+06    0.87867       
6      329.81        110.88        153.21       19.171       3.191e+05    6.129e+05    2.927e+06    0.87867       
7      523.33        125.02        187.08       21.708       3.236e+05    2.018e+05    3.514e+06    0.87867       
8      293.57        151.75        144.83       16.605       3.216e+05    2.638e+05    2.633e+06    0.87867       
9      350.95        102.78        133.49       17.531       3.227e+05    6.129e+05    2.649e+06    0.87867       
10     305.79        141.19        146.9        20.352       3.231e+05    2.332e+07    2.978e+06    0.87867       
11     485.28        162.41        188.35       21.249       3.204e+05    7.452e+05    3.478e+06    0.87867       
12     317.85        125.54        146.98       16.647       3.240e+05    4.336e+05    2.672e+06    0.87867       
13     337.35        111.33        138.54       16.959       3.220e+05    2.018e+05    2.644e+06    0.87867       
14     368.38        75.444        149.4        19.213       3.240e+05    7.452e+05    2.974e+06    0.87867       
15     519.31        119.11        189.18       21.49        3.228e+05    2.793e+07    3.514e+06    0.87867       
