Performance Recorder: RTAR_2D_Detailed_NoPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      32.371        5.2769        3.007        0.097829     8.368e+04    1.749e+04    2.251e+03    0.041279      
1      33.202        4.8465        2.3653       0.079613     7.049e+04    1.778e+04    1.506e+03    0.041279      
2      33.237        4.8598        2.3147       0.078021     6.984e+04    1.728e+04    1.497e+03    0.041279      
3      33.275        4.8503        2.3393       0.076868     6.366e+04    1.779e+04    1.454e+03    0.041279      
4      33.261        4.8762        2.3257       0.076757     6.049e+04    1.728e+04    1.473e+03    0.041279      
5      32.864        5.2632        2.3046       0.074223     6.436e+04    1.675e+04    1.469e+03    0.041279      
6      33.077        5.0599        2.2833       0.076677     6.264e+04    1.640e+04    1.432e+03    0.041279      
7      33.367        4.7963        2.3183       0.076226     6.654e+04    1.709e+04    1.425e+03    0.041279      
8      25.582        12.443        2.5758       0.076688     8.613e+04    1.668e+04    1.506e+03    0.041279      
9      25.693        12.009        2.7581       0.10531      7.373e+04    1.780e+04    2.362e+03    0.041279      
10     26.11         11.983        2.3115       0.078421     6.543e+04    1.761e+04    1.472e+03    0.041279      
11     26.092        12.034        2.3348       0.074483     6.890e+04    1.679e+04    1.444e+03    0.041279      
12     26.185        11.957        2.3069       0.07774      6.657e+04    1.730e+04    1.500e+03    0.041279      
13     25.625        12.518        2.2813       0.075295     6.594e+04    1.660e+04    1.416e+03    0.041279      
14     25.921        12.194        2.308        0.076767     6.231e+04    1.760e+04    1.481e+03    0.041279      
15     26.161        11.982        2.3299       0.082178     6.038e+04    1.746e+04    1.517e+03    0.041279      
16     20.72         16.635        2.6259       0.079133     8.227e+04    1.798e+04    1.497e+03    0.041279      
17     21.379        16.21         2.4168       0.079553     7.301e+04    1.635e+04    1.472e+03    0.041279      
18     20.872        16.472        2.6949       0.09784      6.705e+04    1.667e+04    2.231e+03    0.041279      
19     21.312        16.278        2.376        0.078863     6.318e+04    1.771e+04    1.558e+03    0.041279      
20     21.164        16.367        2.3664       0.080837     6.685e+04    1.694e+04    1.529e+03    0.041279      
21     21.062        16.534        2.3687       0.077681     6.254e+04    1.792e+04    1.454e+03    0.041279      
22     20.885        16.696        2.3579       0.080666     6.325e+04    1.682e+04    1.481e+03    0.041279      
23     21.316        16.304        2.3624       0.0776       6.567e+04    1.745e+04    1.435e+03    0.041279      
24     25.803        11.553        2.6287       0.073782     8.358e+04    1.764e+04    1.454e+03    0.041279      
25     26.422        11.152        2.4319       0.076318     6.955e+04    1.841e+04    1.444e+03    0.041279      
26     26.183        11.428        2.3867       0.078532     6.924e+04    1.788e+04    1.558e+03    0.041279      
27     26.086        11.218        2.6921       0.092479     6.379e+04    1.793e+04    2.094e+03    0.041279      
28     26.305        11.216        2.371        0.080566     6.334e+04    1.737e+04    1.527e+03    0.041279      
29     26.114        11.489        2.3503       0.080816     6.036e+04    1.606e+04    1.459e+03    0.041279      
30     26.047        11.514        2.3679       0.078231     6.134e+04    1.601e+04    1.465e+03    0.041279      
31     26.478        11.143        2.3583       0.078272     6.258e+04    1.657e+04    1.436e+03    0.041279      
32     27.976        9.355         2.6453       0.083531     8.341e+04    1.613e+04    1.473e+03    0.041279      
33     28.585        8.9843        2.4285       0.081126     7.259e+04    1.830e+04    1.500e+03    0.041279      
34     28.318        9.2621        2.4224       0.079984     6.736e+04    1.858e+04    1.529e+03    0.041279      
35     28.549        9.0295        2.3953       0.07784      6.362e+04    1.739e+04    1.527e+03    0.041279      
36     28.249        8.9512        2.7288       0.096366     6.410e+04    1.764e+04    2.089e+03    0.041279      
37     28.067        9.4737        2.4236       0.07774      6.454e+04    1.591e+04    1.392e+03    0.041279      
38     28.184        9.3796        2.3708       0.083331     6.227e+04    1.692e+04    1.539e+03    0.041279      
39     28.397        9.1805        2.4073       0.078621     6.376e+04    1.698e+04    1.534e+03    0.041279      
40     30.859        6.5441        2.5755       0.076778     8.078e+04    1.729e+04    1.469e+03    0.041279      
41     31.369        6.2865        2.3504       0.076868     6.906e+04    1.776e+04    1.416e+03    0.041279      
