Performance Recorder: RTAR_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      27.491       103.27       2.5904       2.703e+05    4.3242           3.817e+06   61.075          6.700e+04   1.072       6.170e+03   0.09872     0.13371       
1      27.491       103.26       2.5815       2.705e+05    4.3277           3.835e+06   61.361          6.895e+04   1.1032      6.265e+03   0.10024     0.13371       
2      27.491       103.27       2.5584       2.699e+05    4.3185           3.828e+06   61.255          6.822e+04   1.0916      6.194e+03   0.099104    0.13371       
3      27.492       103.29       2.6204       2.697e+05    4.3149           3.844e+06   61.507          7.012e+04   1.122       6.348e+03   0.10157     0.13371       
4      27.494       103.26       2.4792       2.704e+05    4.327            3.836e+06   61.377          6.913e+04   1.1061      6.230e+03   0.09968     0.13371       
5      27.494       103.27       2.6196       2.698e+05    4.3175           3.881e+06   62.104          7.126e+04   1.1402      6.295e+03   0.10072     0.13371       
6      27.493       103.27       2.7104       2.698e+05    4.3168           3.837e+06   61.387          6.889e+04   1.1022      6.313e+03   0.10101     0.13371       
7      27.494       103.3        2.5568       2.700e+05    4.3196           3.812e+06   60.997          6.753e+04   1.0804      6.215e+03   0.09944     0.13371       
8      27.49        103.26       2.6856       2.698e+05    4.3162           3.855e+06   61.673          7.004e+04   1.1206      6.255e+03   0.10008     0.13371       
9      27.49        103.27       2.6251       2.701e+05    4.3209           3.809e+06   60.949          6.762e+04   1.0818      6.282e+03   0.10051     0.13371       
10     27.491       103.27       2.649        2.700e+05    4.3194           3.832e+06   61.316          6.869e+04   1.099       6.116e+03   0.097856    0.13371       
11     27.49        103.3        2.8259       2.697e+05    4.3151           3.821e+06   61.13           6.776e+04   1.0842      6.199e+03   0.099184    0.13371       
12     27.491       103.28       2.5413       2.698e+05    4.3171           3.803e+06   60.852          6.675e+04   1.068       6.145e+03   0.09832     0.13371       
13     27.491       103.26       2.5865       2.706e+05    4.3298           3.847e+06   61.545          6.959e+04   1.1135      6.291e+03   0.10066     0.13371       
14     27.491       103.3        2.6392       2.695e+05    4.312            3.866e+06   61.85           7.078e+04   1.1325      6.275e+03   0.1004      0.13371       
15     27.491       103.28       2.581        2.698e+05    4.316            3.857e+06   61.719          7.048e+04   1.1277      6.507e+03   0.10411     0.13371       
