Performance Recorder: RTA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      7.687         125.28        133.36       4.1822       6.854e+04    5.796e+06    2.690e+05    0.2773        
1      7.7459        118.54        132.11       4.0496       6.822e+04    5.509e+06    2.677e+05    0.2773        
2      36.125        88.084        131.29       4.0962       6.881e+04    5.519e+06    2.691e+05    0.2773        
3      17.69         111.03        135.84       4.2194       6.896e+04    5.518e+06    2.684e+05    0.2773        
4      10.671        126.37        132.46       4.1717       6.950e+04    5.509e+06    2.725e+05    0.2773        
5      5.472         122.6         134.28       4.2659       6.962e+04    5.776e+06    2.729e+05    0.2773        
6      35.847        89.218        133.52       4.2944       6.936e+04    5.505e+06    2.717e+05    0.2773        
7      22.609        112.4         132.17       4.1969       6.885e+04    5.505e+06    2.721e+05    0.2773        
8      10.272        120.53        140.34       4.1737       6.862e+04    5.519e+06    2.684e+05    0.2773        
9      8.0521        120.76        132.66       4.0891       6.869e+04    5.505e+06    2.693e+05    0.2773        
10     32.842        90.322        135.09       4.4075       6.856e+04    5.790e+06    2.693e+05    0.2773        
11     23.015        110.27        134.67       4.1105       6.869e+04    5.520e+06    2.690e+05    0.2773        
12     9.8878        124.66        132.3        4.0954       6.904e+04    5.518e+06    2.704e+05    0.2773        
13     10.28         117.63        131.5        4.3076       6.918e+04    5.505e+06    2.701e+05    0.2773        
14     31.142        90.922        134.36       4.1904       6.897e+04    5.520e+06    2.695e+05    0.2773        
15     24.089        106.6         135.85       4.1069       6.921e+04    5.794e+06    2.702e+05    0.2773        
