Performance Recorder: RTAR_2D_Detailed_RandPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      18.362        11.492        4.7358       0.16077      6.700e+04    1.702e+04    2.231e+03    0.035333      
1      18.955        11.676        3.6506       0.11501      6.656e+04    1.700e+04    1.421e+03    0.035333      
2      19.44         11.236        3.537        0.10748      6.656e+04    1.766e+04    1.437e+03    0.035333      
3      19.29         11.378        3.613        0.1174       6.678e+04    1.744e+04    1.478e+03    0.035333      
4      18.84         11.716        3.6213       0.10846      6.646e+04    1.792e+04    1.438e+03    0.035333      
5      19.319        11.506        3.6071       0.11104      6.638e+04    1.680e+04    1.461e+03    0.035333      
6      19.134        11.531        3.7356       0.11514      6.649e+04    1.684e+04    1.385e+03    0.035333      
7      19.234        11.533        3.5319       0.12204      6.663e+04    1.718e+04    1.519e+03    0.035333      
8      21.868        8.7527        3.8689       0.11521      6.707e+04    1.691e+04    1.421e+03    0.035333      
9      21.179        8.7269        4.5205       0.16048      6.725e+04    1.724e+04    2.273e+03    0.035333      
10     21.941        8.5786        3.7048       0.1133       6.741e+04    1.757e+04    1.502e+03    0.035333      
11     21.887        8.7623        3.6344       0.12318      6.688e+04    1.741e+04    1.492e+03    0.035333      
12     21.797        8.9055        3.5281       0.10664      6.700e+04    1.766e+04    1.451e+03    0.035333      
13     21.976        8.7473        3.7184       0.10912      6.723e+04    1.675e+04    1.401e+03    0.035333      
14     21.725        8.9311        3.7495       0.11917      6.669e+04    1.700e+04    1.396e+03    0.035333      
15     22.054        8.7365        3.5246       0.11263      6.708e+04    1.731e+04    1.474e+03    0.035333      
16     20.587        10.081        3.8403       0.1054       6.846e+04    1.675e+04    1.437e+03    0.035333      
17     20.175        10.306        3.8191       0.12838      6.842e+04    1.712e+04    1.502e+03    0.035333      
18     19.564        10.029        4.7873       0.15886      6.853e+04    1.750e+04    2.261e+03    0.035333      
19     20.787        9.8155        3.6924       0.11402      6.869e+04    1.749e+04    1.510e+03    0.035333      
20     19.992        10.313        3.9088       0.12817      6.847e+04    1.790e+04    1.478e+03    0.035333      
21     20.709        9.9736        3.769        0.1091       6.873e+04    1.692e+04    1.426e+03    0.035333      
22     20.451        10.152        3.8245       0.11197      6.863e+04    1.706e+04    1.498e+03    0.035333      
23     20.314        10.231        3.7965       0.10898      6.832e+04    1.712e+04    1.453e+03    0.035333      
24     21.541        9.1597        3.796        0.11261      6.797e+04    1.691e+04    1.478e+03    0.035333      
25     20.885        9.5305        3.8982       0.12991      6.806e+04    1.700e+04    1.492e+03    0.035333      
26     21.317        9.146         3.786        0.11907      6.803e+04    1.756e+04    1.510e+03    0.035333      
27     21.075        8.9022        4.3928       0.14359      6.799e+04    1.743e+04    2.213e+03    0.035333      
28     21.112        9.2253        3.9611       0.12524      6.759e+04    1.790e+04    1.513e+03    0.035333      
29     21.59         9.0709        3.8007       0.11107      6.859e+04    1.680e+04    1.443e+03    0.035333      
