Performance Recorder: AA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      521.7         163.87        1370.7       636.94       5.796e+06    5.796e+06    4.331e+07    2.9088        
1      535           178.82        1322.9       621.84       5.509e+06    5.509e+06    4.297e+07    2.9088        
2      557.2         153.62        1315.8       623.62       5.519e+06    5.519e+06    4.299e+07    2.9088        
3      570.78        161.25        1319.7       637.57       5.518e+06    5.518e+06    4.301e+07    2.9088        
4      549.17        162.66        1341.4       623.99       5.509e+06    5.509e+06    4.297e+07    2.9088        
5      537.42        170.38        1330.8       638.17       5.776e+06    5.776e+06    4.318e+07    2.9088        
6      564.89        147.97        1317.1       642.53       5.505e+06    5.505e+06    4.293e+07    2.9088        
7      578.31        154.79        1316.5       622.88       5.505e+06    5.505e+06    4.294e+07    2.9088        
8      491.38        216.88        1339.2       638.45       5.519e+06    5.519e+06    4.299e+07    2.9088        
9      497.02        221.25        1314.2       623.38       5.505e+06    5.505e+06    4.293e+07    2.9088        
10     505.09        199.41        1332.5       667.86       5.790e+06    5.790e+06    4.324e+07    2.9088        
11     525.43        202.92        1328.6       623.04       5.520e+06    5.520e+06    4.299e+07    2.9088        
12     579.56        129.53        1341.2       623.6        5.518e+06    5.518e+06    4.301e+07    2.9088        
13     589.39        133.08        1318.8       636.98       5.505e+06    5.505e+06    4.294e+07    2.9088        
14     600.43        111.7         1324.5       630.62       5.520e+06    5.520e+06    4.299e+07    2.9088        
15     596.5         119.26        1347.4       634.83       5.794e+06    5.794e+06    4.326e+07    2.9088        
