Performance Recorder: RTAR_2D_Detailed_GPPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      386.78        21.448        36.959       6.1185       2.651e+06    3.217e+05    7.765e+05    0.4562        
1      389.58        21.186        32.625       4.5366       2.632e+06    3.214e+05    7.411e+05    0.4562        
2      391.28        19.216        32.569       4.4376       2.963e+06    3.216e+05    7.444e+05    0.4562        
3      391.87        19.639        33.025       4.6119       3.501e+06    3.240e+05    7.493e+05    0.4562        
4      345.2         65.647        34.266       5.5702       2.625e+06    3.221e+05    7.411e+05    0.4562        
5      343.71        65.52         35.098       4.7347       2.631e+06    3.219e+05    7.745e+05    0.4562        
6      347.91        63.125        32.658       4.489        2.927e+06    3.227e+05    7.420e+05    0.4562        
7      347.81        63.918        33.176       4.5524       3.514e+06    3.220e+05    7.445e+05    0.4562        
8      378.67        31.815        34.57        4.6637       2.633e+06    3.225e+05    7.444e+05    0.4562        
9      375.73        35.635        32.504       4.4865       2.649e+06    3.191e+05    7.420e+05    0.4562        
10     366.6         42.156        35.51        5.5829       2.978e+06    3.231e+05    7.809e+05    0.4562        
11     381.41        29.897        33.322       4.5682       3.478e+06    3.240e+05    7.483e+05    0.4562        
12     337.38        72.155        35.25        6.0348       2.672e+06    3.219e+05    7.493e+05    0.4562        
13     338.74        71.805        33.008       4.523        2.644e+06    3.236e+05    7.445e+05    0.4562        
14     339.4         70.353        33.793       4.5571       2.974e+06    3.204e+05    7.483e+05    0.4562        
15     337.97        70.553        36.592       4.9401       3.514e+06    3.228e+05    7.835e+05    0.4562        
