Performance Recorder: CBC_RTA_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      29.354       4.3814       36.096       6.893e+04    1.1028           1.103e+06   17.645          1.018e+07   162.89      3.789e+05   6.0627      0.07215       
1      29.354       4.3741       21.604       6.893e+04    1.1028           2.716e+05   4.3461          6.098e+06   97.575      2.842e+05   4.5476      0.07215       
2      29.354       4.4065       20.688       6.893e+04    1.1028           2.796e+05   4.474           6.120e+06   97.918      2.858e+05   4.5735      0.07215       
3      29.354       4.368        20.554       6.893e+04    1.1028           2.821e+05   4.513           6.133e+06   98.134      2.855e+05   4.5679      0.07215       
4      29.355       4.3761       21.029       6.893e+04    1.1028           2.822e+05   4.5158          6.119e+06   97.897      2.854e+05   4.5665      0.07215       
5      29.354       4.3762       21.887       6.893e+04    1.1028           2.027e+05   3.2434          5.300e+06   84.802      2.600e+05   4.1593      0.07215       
6      29.354       4.3609       17.311       6.893e+04    1.1028           1.364e+05   2.1828          4.971e+06   79.541      2.537e+05   4.0589      0.07215       
7      29.355       4.3978       17.276       6.893e+04    1.1028           1.293e+05   2.0687          4.892e+06   78.271      2.531e+05   4.0493      0.07215       
8      29.354       4.3764       16.584       6.893e+04    1.1028           1.323e+05   2.1165          4.859e+06   77.749      2.488e+05   3.9814      0.07215       
9      29.354       4.4039       16.559       6.893e+04    1.1028           1.380e+05   2.2073          4.955e+06   79.28       2.565e+05   4.1036      0.07215       
10     29.353       4.3798       16.402       6.893e+04    1.1028           1.402e+05   2.2428          4.932e+06   78.909      2.542e+05   4.0676      0.07215       
11     29.353       4.3759       16.576       6.893e+04    1.1028           1.402e+05   2.2437          4.948e+06   79.166      2.546e+05   4.073       0.07215       
12     29.354       4.3649       17.184       6.893e+04    1.1028           1.364e+05   2.1824          4.938e+06   79.007      2.536e+05   4.0568      0.07215       
13     29.353       4.3968       16.532       6.893e+04    1.1028           1.409e+05   2.254           4.866e+06   77.854      2.498e+05   3.996       0.07215       
14     29.353       4.3714       17.061       6.893e+04    1.1028           1.449e+05   2.3178          4.971e+06   79.538      2.562e+05   4.0984      0.07215       
15     29.354       4.37         17.254       6.893e+04    1.1029           1.264e+05   2.0231          5.023e+06   80.361      2.562e+05   4.0996      0.07215       
